School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location
AVERILL PARK CENTRAL SCHOOL,POESTENKILL ELEMENTARY SCHOOL,Rensselaer,Public School,95,No,0,0,0,95,Yes,09/23/2016,91,4,Yes,Yes,11/07/2016,www.averillpark.k12.ny.us,491302060004,1 SCHOOL RD,POESTENKILL,NY,12140,11/05/2018,11/05/2018,"(42.70098, -73.628669)","1 SCHOOL RD
POESTENKILL, NY 12140
(42.690473722000036, -73.56918434499994)"
BOCES No District Name,GENESEE VALLEY BOCES-CG MAY CENTER,Livingston,BOCES School,80,No,0,0,0,80,Yes,09/23/2016,77,3,Yes,Yes,11/02/2016,www.gvboces.org,249000000011,27 LACKAWANNA AVE,MT MORRIS,NY,14510,12/07/2016,12/06/2016,"(42.763754, -77.765392)","27 LACKAWANNA AVE
MT MORRIS, NY 14510
(42.73002774200006, -77.87354645099998)"
BARKER CENTRAL SCHOOL,BARKER ELEM SCHOOL,Niagara,Public School,123,No,0,0,0,123,Yes,12/28/2016,123,0,Yes,Yes,10/12/2016,barkercsd.net,401301040002,1628 QUAKER RD,BARKER,NY,14012,10/29/2018,10/29/2018,"(43.134634, -78.856419)","1628 QUAKER RD
BARKER, NY 14012
(43.334638994000045, -78.55506625899994)"
CALEDONIA MUMFORD CENT SCH,CALEDONIA MUMFORD HIGH SCHOOL,Livingston,Public School,22,No,16,0,0,7,Yes,10/28/2016,19,3,Yes,Yes,11/22/2016,cal-mum.org,240201040002,99 North St,Caledonia,NY,14423,10/24/2018,10/24/2018,"(42.763754, -77.765392)","99 North St
Caledonia, NY 14423
(42.98265164000003, -77.85669459899998)"
EDGEMONT UFS GREENBURGH,SEELY PLACE SCHOOL,Westchester,Public School,74,No,8,0,0,66,Yes,10/25/2016,71,3,Yes,Yes,11/13/2016,www.edgemont.org,660406030002,51 SEELY PL,SCARSDALE,NY,10583,10/25/2016,11/14/2016,"(41.039278, -73.805386)","51 SEELY PL
SCARSDALE, NY 10583
(40.99340015400003, -73.81516683699994)"
CORTLAND CITY SCHOOLS,FRANKLYN S BARRY ELEM SCHOOL,Cortland,Public School,93,No,0,0,0,93,Yes,04/30/2018,91,2,Yes,Yes,04/30/2018,cortlandschools.org,110200010003,20 RAYMOND AVE,CORTLAND,NY,13045,09/27/2018,09/27/2018,"(42.597101, -76.143291)","20 RAYMOND AVE
CORTLAND, NY 13045
(42.587599485000055, -76.19207057799997)"
CARMEL CENTRAL SCHOOL,KENT PRIMARY SCHOOL,Putnam,Public School,119,No,0,0,0,119,Yes,09/17/2016,115,4,Yes,Yes,11/11/2016,www.carmelschools.org,480102060001,1065 ROUTE 52,CARMEL,NY,10512,10/25/2016,10/09/2018,"(41.41131, -73.717443)","1065 ROUTE 52
CARMEL, NY 10512
(41.49079853500007, -73.67966175599997)"
BOCES No District Name,ERIE 2 BOCES ACADEMY AT MAPLE AVE (LEAD & SCHOOL SURVEY),Chautauqua,BOCES School,37,No,0,0,0,37,Yes,10/22/2016,35,2,Yes,Yes,02/15/2017,http://www.e2ccb.org/resources.cfm?subpage=1991408,069200008077,175 MAPLE AVE,CASSADAGA,NY,14718,05/18/2017,05/18/2017,"(42.246904, -79.315313)","175 MAPLE AVE
CASSADAGA, NY 14718
(42.33985338800005, -79.31681394499998)"
EDMESTON CENTRAL SCHOOL,EDMESTON CENTRAL SCHOOL,Otsego,Public School,144,No,0,0,0,144,Yes,09/24/2016,134,10,Yes,Yes,09/27/2017,Edmestoncentralschool.net,470501040001,11 NORTH ST,EDMESTON,NY,13335,10/31/2018,10/31/2018,"(42.564852, -75.060334)","11 NORTH ST
EDMESTON, NY 13335
(42.69883738900006, -75.24430484299995)"
BRASHER FALLS CENT SCH DIST,ST LAWRENCE J S H S,Saint Lawrence,Public School,124,No,0,0,0,124,Yes,10/17/2016,124,0,Yes,Yes,03/07/2017,http://www.bfcsd.org/SLHigh.cfm,510101040003,1039 STATE HWY 11C,BRASHER FALLS,NY,13613,12/29/2016,09/27/2018,"(44.689468, -75.242045)","1039 STATE HWY 11C
BRASHER FALLS, NY 13613
(44.80317538500003, -74.76602665199994)"
BOCES No District Name,WESTERN SUFFOLK BOCES WILSON TECH NORTHSHORE CAMPUS (LEAD ONLY),Suffolk,BOCES School,10,No,10,0,0,0,Yes,12/15/2016,10,0,Yes,Yes,06/12/2017,http://www.wsboces.org/update-water-testing/,589300000018,152 LAUREL HILL ROAD,NORTHPORT,NY,11768,10/12/2018,10/11/2018,"(40.820237, -73.119032)","152 LAUREL HILL ROAD
NORTHPORT, NY 11768
(40.88040175700007, -73.34292665199996)"
BAINBRIDGE GUILFORD CENTRAL SCHOOL DISTRICT,GREENLAWN ES,Chenango,Public School,95,No,24,0,0,71,Yes,09/24/2016,95,0,Yes,Yes,12/19/2016,http://www.bgcsd.org,080201040002,43 GREENLAWN AVE,BAINBRIDGE,NY,13733,10/26/2018,10/26/2018,"(42.481798, -75.570013)","43 GREENLAWN AVE
BAINBRIDGE, NY 13733
(42.29865064200004, -75.48174450199997)"
CHAZY UNION FREE SCHOOL,CHAZY CENT RURAL ES,Clinton,Public School,123,No,0,0,0,123,Yes,09/24/2016,86,7,Yes,Yes,11/15/2016,www.chazy.org,090601020001,CHAZY CENTRAL RURAL,CHAZY,NY,12921,11/10/2016,11/15/2016,"(44.731944, -73.548883)","CHAZY CENTRAL RURAL
CHAZY, NY 12921
(44.88792993100003, -73.43229995199994)"
BAINBRIDGE GUILFORD CENTRAL SCHOOL DISTRICT,GUILFORD ES,Chenango,Public School,46,No,12,0,0,34,Yes,09/24/2016,46,0,Yes,Yes,11/13/2016,http://www.bgcsd.org,080201040003,138 SCHOOL ST,GUILFORD,NY,13780,12/01/2016,12/20/2016,"(42.481798, -75.570013)","138 SCHOOL ST
GUILFORD, NY 13780
(42.406741520000026, -75.48878142499996)"
CHEEKTOWAGA CENTRAL SCHOOL,UNION EAST ES,Erie,Public School,96,No,0,0,0,96,Yes,09/29/2016,79,17,Yes,Yes,10/10/2016,www.cheektowagak12.org,140701060004,3550 UNION RD,CHEEKTOWAGA,NY,14225,11/09/2016,11/09/2016,"(42.888143, -78.795544)","3550 UNION RD
CHEEKTOWAGA, NY 14225
(42.91183406700003, -78.75429402799995)"
BUFFALO CITY SCHOOLS,PS 305 MCKINLEY HIGH  SCHOOL,Erie,Public School,255,No,0,0,0,255,Yes,10/07/2016,238,17,Yes,Yes,11/11/2016,www.buffaloschools.org,140600010098,1500 ELMWOOD AVE,BUFFALO,NY,14207,01/20/2017,01/20/2017,"(42.888143, -78.795544)","1500 ELMWOOD AVE
BUFFALO, NY 14207
(42.937777277000066, -78.87862490599997)"
BOCES No District Name,FRANKLIN-ESSEX-HAMILTON BOCES NORTH FRANKLIN ED CTR (LEAD ONLY),Franklin,BOCES School,55,No,55,0,0,0,Yes,08/26/2016,55,0,Yes,Yes,09/20/2016,www.fehb.org,169000000002,23 HUSKIE LANE,MALONE,NY,12953,11/01/2018,11/01/2018,"(44.705699, -74.340621)","23 HUSKIE LANE
MALONE, NY 12953
(44.84126942600005, -74.28155269699994)"
EAST MEADOW UNION FREE SCHOOL,BOWLING GREEN SCHOOL,Nassau,Public School,76,No,62,0,0,14,Yes,08/26/2017,76,0,Yes,Yes,09/07/2017,eastmeadow.k12.ny.us,280203030002,2340 STEWART AVE,WESTBURY,NY,11590,10/01/2018,10/01/2018,"(40.715749, -73.601185)","2340 STEWART AVE
WESTBURY, NY 11590
(40.745216164000055, -73.55890704599994)"
DUNKIRK CITY SCHOOL DISTRICT,DUNKIRK SHS,Chautauqua,Public School,107,No,0,0,0,107,Yes,10/27/2016,106,1,Yes,Yes,11/11/2016,www.dunkirkcsd.org,060800010009,75 W 6TH ST,DUNKIRK,NY,14048,11/04/2016,09/26/2018,"(42.246904, -79.315313)","75 W 6TH ST
DUNKIRK, NY 14048
(42.478505659000064, -79.34021479399996)"
BOCES No District Name,WSWHE BOCES SOUTH ADITONDACK EDUCATIONAL CENTER BUILDINF F (LEAD ONLY),Washington,BOCES School,6,No,6,0,0,6,Yes,10/08/2016,,,No,No,,www.wswheboces.org,649000000047,1051 DIX AVE,HUDSON FALLS,NY,12839,11/29/2018,,"(43.289513, -73.454761)","1051 DIX AVE
HUDSON FALLS, NY 12839
(43.31929929900008, -73.59206215299997)"
BOCES No District Name,ORLEANS NIAGARA BOCES SANBORN WEST ED CTR (LEAD ONLY),Orleans,BOCES School,171,No,0,0,0,171,Yes,10/27/2016,140,31,Yes,Yes,02/24/2017,www.onboces.org,459000000012,3181 SAUNDERS SETTLEENT,SANBORN,NY,14132,11/22/2017,11/22/2017,"(43.248394, -78.218438)","3181 SAUNDERS SETTLEENT
SANBORN, NY 14132
(43.14319149000005, -78.86727093899998)"
EAST ISLIP UNION FREE SCHOOL,RUTH C KINNEY ELEM SCHOOL,Suffolk,Public School,36,No,28,0,0,8,Yes,09/27/2017,36,0,Yes,Yes,10/05/2017,www.eischools.org,580503030007,1 SPUR DR SO,ISLIP TERRACE,NY,11752,10/12/2018,10/12/2018,"(40.820237, -73.119032)","1 SPUR DR SO
ISLIP TERRACE, NY 11752
(40.75021806700005, -73.18140838399995)"
BOCES No District Name,ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES ALBANY CENTER BLDG A (LEAD ONLY),Albany,BOCES School,23,No,0,0,0,23,Yes,02/02/2018,21,2,Yes,Yes,03/26/2018,https://www.capitalregionboces.org/,019000000007,1015 WATERVLIET SHAKER ROAD,ALBANY,NY,12205,10/11/2018,10/11/2018,"(42.678066, -73.814233)","1015 WATERVLIET SHAKER ROAD
ALBANY, NY 12205
(42.743313529000034, -73.83741873699995)"
ALBANY CITY SCHOOL DISTRICT,ALBANY SCHOOL OF HUMANITIES,Albany,Public School,132,No,0,0,0,132,Yes,09/27/2016,131,1,Yes,Yes,11/21/2016,http://www.albanyschools.com/,010100010023,108 WHITEHALL RD,ALBANY,NY,12209,11/16/2016,11/01/2018,"(42.678066, -73.814233)","108 WHITEHALL RD
ALBANY, NY 12209
(42.64210041900003, -73.78929370399999)"
AUSABLE VALLEY CENTRAL SCHOOL,AUSABLE FORKS PRIMARY SCHOOL,Clinton,Public School,54,No,0,0,0,54,Yes,09/28/2016,53,1,Yes,Yes,12/01/2016,http://www.avcs.org/district-offices/legal-notices/,090201040004,28 W. CHURCH ST,AUSABLE FORKS,NY,12912,11/06/2018,11/06/2018,"(44.731944, -73.548883)","28 W. CHURCH ST
AUSABLE FORKS, NY 12912
(44.44024714100004, -73.68117519799995)"
EAST GREENBUSH CENTRAL SCHOOL,HOWARD L GOFF SCHOOL,Rensselaer,Public School,144,No,16,0,0,128,Yes,10/07/2016,121,22,Yes,Yes,12/02/2016,EGCSD.ORG,490301060008,35 Gilligan Road,E GREENBUSH,NY,12061,11/08/2016,12/05/2016,"(42.70098, -73.628669)","35 Gilligan Road
E GREENBUSH, NY 12061
(42.59022588700003, -73.71353091099996)"
BROCKPORT CENTRAL SCHOOL,BARCLAY ELEM SCHOOL,Monroe,Public School,75,No,73,0,0,0,Yes,05/21/2016,73,2,Yes,Yes,06/22/2016,http://www.brockport.k12.ny.us/district.cfm?subpage=29375,261801060004,40 ALLEN ST,BROCKPORT,NY,14420,11/09/2016,11/09/2016,"(43.161748, -77.620143)","40 ALLEN ST
BROCKPORT, NY 14420
(43.20702836100003, -77.94552621199995)"
BOCES No District Name,CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES CONSERVATION BLDG (LEAD ONLY),Cattaraugus,BOCES School,,No,,,,,No,,,,No,No,,,049000000042,5536 COUNTY ROAD 48,BELMONT,NY,14813,,,"(42.224267, -78.606673)","5536 COUNTY ROAD 48
BELMONT, NY 14813
(42.24062413400003, -78.04061794599994)"
AKRON CENTRAL SCHOOL,AKRON ELEM SCHOOL,Erie,Public School,128,No,0,0,0,128,Yes,09/20/2016,123,5,Yes,Yes,10/21/2016,www.akronschools.org,142101040001,47 BLOOMINGDALE AVE,AKRON,NY,14001,09/27/2018,10/25/2016,"(42.888143, -78.795544)","47 BLOOMINGDALE AVE
AKRON, NY 14001
(43.02409660300003, -78.49156068899998)"
BOCES No District Name,ONTARIO-SENECA-YATES-CAYUGA-WAYNE BOCES STANLEY TECH CAREER CTR (LEAD ONLY),Ontario,BOCES School,87,No,0,0,0,87,Yes,10/26/2016,75,12,Yes,Yes,12/30/2016,www.wflboces.org,439000000001,3501 COUNTY ROAD 20,STANLEY,NY,14561,11/01/2018,10/12/2018,"(42.894571, -77.252045)","3501 COUNTY ROAD 20
STANLEY, NY 14561
(42.86193642600006, -77.11193154299997)"
HORSEHEADS CENTRAL SCHOOL DISTRICT,HORSEHEADS MIDDLE SCHOOL,Chemung,Public School,114,No,3,0,0,114,Yes,10/12/2016,62,52,Yes,Yes,02/27/2017,www.horseheadsdistrict.com,070901060010,950 SING SING RD,HORSEHEADS,NY,14845,11/08/2016,03/06/2017,"(42.116644, -76.812331)","950 SING SING RD
HORSEHEADS, NY 14845
(42.17008584100006, -76.85483045399997)"
CONNETQUOT CENT SCH OF ISLIP,RONKONKOMA MIDDLE SCHOOL,Suffolk,Public School,48,No,36,0,0,12,Yes,10/27/2016,48,0,Yes,Yes,08/28/2017,http://www.ccsdli.org/departments/plant_and_facilities,580507060010,501 PECONIC ST,RONKONKOMA,NY,11779,10/12/2018,10/12/2018,"(40.820237, -73.119032)","501 PECONIC ST
RONKONKOMA, NY 11779
(40.79906413700007, -73.13315415999995)"
BRENTWOOD UNION FREE SCHOOL,ROSS AND SONDERLING HIGH SCHOOL,Suffolk,Public School,64,No,52,0,0,12,Yes,02/22/2017,64,0,Yes,Yes,05/05/2017,www.bufsd.org,580512030018,2 6TH AVE,BRENTWOOD,NY,11717,10/29/2018,10/29/2018,"(40.820237, -73.119032)","2 6TH AVE
BRENTWOOD, NY 11717
(40.772966342000075, -73.25305424999993)"
DRYDEN CENTRAL SCHOOL,DRYDEN ELEMENTARY SCHOOL,Tompkins,Public School,114,No,40,0,0,74,Yes,01/06/2017,114,0,Yes,Yes,11/11/2016,www.dryden.k12.ny.us/,610301060001,DRYDEN ELEMENTARY SCHOOL,DRYDEN,NY,13053,01/09/2017,10/15/2018,"(42.461024, -76.478784)","DRYDEN ELEMENTARY SCHOOL
DRYDEN, NY 13053
(42.48931993600007, -76.29283998199998)"
BALDWINSVILLE CENTRAL SCHOOL,L PEARL PALMER ELEM SCHOOL,Onondaga,Public School,56,No,0,0,0,56,Yes,08/26/2016,55,1,Yes,Yes,09/27/2017,https://www.bville.org/teacherpage.cfm?teacher=953,420901060004,7864 HICKS RD,BALDWINSVILLE,NY,13027,09/27/2018,09/27/2018,"(43.065629, -76.168033)","7864 HICKS RD
BALDWINSVILLE, NY 13027
(43.15123335800007, -76.27775144799995)"
BRIGHTON CENTRAL SCHOOL,FRENCH ROAD ELEMENTARY SCHOOL,Monroe,Public School,80,No,63,0,0,0,Yes,06/28/2016,57,3,Yes,Yes,04/05/2019,https://www.bcsd.org/Page/125,260101060010,488 FRENCH ROAD,ROCHESTER,NY,14618,09/28/2018,05/07/2019,"(43.161748, -77.620143)","488 FRENCH ROAD
ROCHESTER, NY 14618
(43.09925550200006, -77.56721277999998)"
BOCES No District Name,ONTARIO-SENECA-YATES-CAYUGA-WAYNE BOCES WAYNE ED CTR (LEAD ONLY),Ontario,BOCES School,66,No,0,0,0,66,Yes,10/25/2016,55,11,Yes,Yes,12/30/2016,www.wflboces.org,439000000030,3501 COUNTY ROAD 20,STANLEY,NY,14561,10/12/2018,10/12/2018,"(42.894571, -77.252045)","3501 COUNTY ROAD 20
STANLEY, NY 14561
(42.86193642600006, -77.11193154299997)"
BOCES No District Name,RENSSELAER COLUMBIA GREENE BOCES (QUESTAR III) RENSSELAER ED CTR (LEAD ONLY),Rensselaer,BOCES School,42,No,42,0,0,42,Yes,10/06/2016,42,0,Yes,Yes,11/09/2016,https://www.questar.org/about/public-notices/lead-test-results-questar-iii/,499000000030,35 COLLEEN ROAD,TROY,NY,12180,11/01/2018,11/01/2018,"(42.70098, -73.628669)","35 COLLEEN ROAD
TROY, NY 12180
(42.70206119000005, -73.67404327799994)"
CAMPBELL-SAVONA CENTRAL SCHOOL DIST,CAMPBELL-SAVONA ELEMENTARY SCHOOL,Steuben,Public School,101,No,25,0,0,76,Yes,10/28/2016,101,0,Yes,Yes,01/05/2017,cscsd.org,570603040001,64 EAST LAMOKA AVE,SAVONA,NY,14879,11/10/2016,11/08/2018,"(42.270053, -77.324618)","64 EAST LAMOKA AVE
SAVONA, NY 14879
(42.289269588000025, -77.21398552899996)"
BOCES No District Name,WSWHE BOCES MEYERS EDUCATIONAL CENTER MAIN BUILDING (LEAD ONLY),Washington,BOCES School,,No,,,,,No,,147,48,Yes,Yes,11/29/2016,,649000000006,15 HENNING ROAD,SARATOGA SPRINGS,NY,12866,,11/29/2018,"(43.289513, -73.454761)","15 HENNING ROAD
SARATOGA SPRINGS, NY 12866
(43.08194798100004, -73.75510993099994)"
ALBANY CITY SCHOOL DISTRICT,ALBANY H S,Albany,Public School,233,No,0,0,0,233,Yes,10/15/2016,180,53,Yes,Yes,12/05/2016,http://www.albanyschools.com/,010100010034,700 WASHINGTON AVE,ALBANY,NY,12203,11/16/2016,12/07/2016,"(42.678066, -73.814233)","700 WASHINGTON AVE
ALBANY, NY 12203
(42.66665269500004, -73.78048546699995)"
BOCES No District Name,ONEIDA-HERKIMER-MADISON BOCES SPECIAL EDUCATION,Oneida,BOCES School,60,No,0,0,0,60,Yes,09/30/2016,60,0,Yes,Yes,11/11/2016,www.oneida-boces.org,419000000001,4747 MIDDLE SETTLEMENT RD,NEW HARTFORD,NY,13413,02/01/2017,02/01/2017,"(43.149482, -75.361773)","4747 MIDDLE SETTLEMENT RD
NEW HARTFORD, NY 13413
(43.09165302300005, -75.31829820199994)"
ELLENVILLE CENTRAL SCHOOL,ELLENVILLE MS,Ulster,Public School,43,No,0,0,0,43,Yes,10/01/2016,38,3,Yes,Yes,03/03/2017,www.ecs.k12.ny.us,622002060005,28 MAPLE AVE,ELLENVILLE,NY,12428,10/30/2018,10/03/2018,"(41.848374, -74.099412)","28 MAPLE AVE
ELLENVILLE, NY 12428
(41.71708477100003, -74.39083362099996)"
BOCES No District Name,GREATER SOUTHERN TIER BOCES WILDWOOD BLDG 4 CAREER MAJORS (LEAD ONLY),Schuyler,BOCES School,4,No,4,0,0,0,Yes,04/18/2016,4,0,Yes,Yes,04/22/2016,www.gstboces.org,559000000042,1126 BALD HILL ROAD,HORNELL,NY,14843,08/16/2017,08/17/2017,"(42.38593, -76.872032)","1126 BALD HILL ROAD
HORNELL, NY 14843
(42.33812763000003, -77.67507173699994)"
BINGHAMTON CITY SCHOOL DISTRICT,WEST MIDDLE SCHOOL,Broome,Public School,35,No,33,0,0,1,Yes,10/07/2016,35,0,No,Yes,09/28/2018,http://www.binghamtonschools.org/district/required_notifications/water_testing_documents,030200010016,WEST MIDDLE AVENUE,BINGHAMTON,NY,13905,10/31/2018,10/31/2018,"(42.122015, -75.933191)","WEST MIDDLE AVENUE
BINGHAMTON, NY 13905
(42.098971849000066, -75.93886518299996)"
BOCES No District Name,ONONDAGA-CORTLAND-MADISON BOCES - SEVEN VALLEYS NEW TECH ACADEMY,Cortland,BOCES School,15,No,0,0,0,15,Yes,10/26/2016,15,0,No,Yes,12/16/2016,http://www.ocmboces.org/teacherpage.cfm?teacher=1493,110000008037,242 PORT WATSON ST,CORTLAND,NY,13045,09/19/2018,09/19/2018,"(42.597101, -76.143291)","242 PORT WATSON ST
CORTLAND, NY 13045
(42.59861281500008, -76.15946485899997)"
CARTHAGE CENTRAL SCHOOL,CARTHAGE ELEM SCHOOL,Jefferson,Public School,89,No,50,0,0,39,Yes,10/05/2016,89,0,Yes,Yes,03/09/2017,http://www.carthagecsd.org/,222201060005,900 BEAVER LANE,CARTHAGE,NY,13619,10/14/2016,09/25/2018,"(44.019295, -75.898971)","900 BEAVER LANE
CARTHAGE, NY 13619
(43.979023174000076, -75.59842378499997)"
BELLMORE-MERRICK CENT SCH,JOHN F KENNEDY S H S,Nassau,Public School,45,No,44,0,0,1,Yes,02/28/2018,45,0,Yes,Yes,03/06/2018,Bellmore-Merrick.k12.ny.us,280253070007,3000 BELLMORE AVE,BELLMORE,NY,11710,10/22/2018,10/22/2018,"(40.715749, -73.601185)","3000 BELLMORE AVE
BELLMORE, NY 11710
(40.64875478300007, -73.52190582399999)"
EAST HAMPTON UNION FREE SCHOOL,JOHN M MARSHALL ELEM SCHOOL,Suffolk,Public School,108,No,0,0,0,108,Yes,10/21/2016,46,0,Yes,Yes,04/06/2017,EHUFSD.ORG,580301020001,3 GINGERBREAD LANE,EAST HAMPTON,NY,11937,11/16/2016,10/29/2018,"(40.820237, -73.119032)","3 GINGERBREAD LANE
EAST HAMPTON, NY 11937
(40.96263282500007, -72.19398683999998)"
BOCES No District Name,SULLIVAN BOCES VOCATIONAL EDUCATION/AG BUILDING (LEAD ONLY),Sullivan,BOCES School,4,No,2,0,0,2,Yes,10/31/2016,4,0,Yes,Yes,10/31/2016,https://www.scboces.org/,599000000023,85 FERNDALE LOOMIS ROAD,LIBERTY,NY,12754,10/09/2018,10/09/2018,"(41.705166, -74.711705)","85 FERNDALE LOOMIS ROAD
LIBERTY, NY 12754
(41.78503257600005, -74.77531976899996)"
BOCES No District Name,GREATER SOUTHERN TIER BOCES COOPERS 16 MODULAR CLASSROOM (LEAD ONLY),Schuyler,BOCES School,2,No,2,0,0,0,Yes,04/18/2016,2,0,Yes,Yes,04/22/2016,www.gstboces.org,559000000061,1 VOCATIONAL DRIVE,PAINTED POST,NY,14870,08/16/2017,08/17/2017,"(42.38593, -76.872032)","1 VOCATIONAL DRIVE
PAINTED POST, NY 14870
(42.19342309600006, -77.13557681499998)"
BEACON CITY SCHOOLS,J V FORRESTAL ES,Dutchess,Public School,66,No,0,0,0,66,Yes,09/17/2016,56,10,Yes,Yes,10/07/2016,www.beaconk12.org,130200010001,125 LIBERTY ST,BEACON,NY,12508,12/12/2017,12/13/2017,"(41.686216, -73.840468)","125 LIBERTY ST
BEACON, NY 12508
(41.505525024000065, -73.95641948699995)"
ALBANY CITY SCHOOL DISTRICT,NORTH ALBANY ACADEMY,Albany,Public School,49,No,0,0,0,49,Yes,09/28/2016,49,0,Yes,Yes,12/05/2016,http://www.albanyschools.com/,010100010020,570 N. PEARL ST,ALBANY,NY,12204,11/16/2016,11/01/2018,"(42.678066, -73.814233)","570 N. PEARL ST
ALBANY, NY 12204
(42.672631059000025, -73.74003808899994)"
BALDWINSVILLE CENTRAL SCHOOL,CATHERINE M MCNAMARA ELEM SCH,Onondaga,Public School,46,No,46,0,0,46,Yes,09/28/2016,46,0,No,Yes,01/04/2017,www.bville.org,420901060003,7344 OBRIEN RD,BALDWINSVILLE,NY,13027,01/10/2017,01/10/2017,"(43.065629, -76.168033)","7344 OBRIEN RD
BALDWINSVILLE, NY 13027
(43.12493005700003, -76.29999388699997)"
ARDSLEY UNION FREE SCHOOL,ARDSLEY MIDDLE SCHOOL,Westchester,Public School,171,No,31,0,0,137,Yes,11/05/2016,119,52,Yes,Yes,11/14/2016,ardsleyschools.org,660405030002,700 ASHFORD AVE,ARDSLEY,NY,10502,11/18/2016,10/12/2018,"(41.039278, -73.805386)","700 ASHFORD AVE
ARDSLEY, NY 10502
(41.00402427200004, -73.83543131899995)"
CORNWALL CENTRAL SCHOOL DISTRICT,WILLOW AVENUE SCHOOL,Orange,Public School,32,No,0,0,0,32,Yes,09/27/2016,28,4,Yes,Yes,10/31/2016,www.cornwallschools.com,440301060001,67 WILLOW AVE,CORNWALL,NY,12518,11/02/2016,11/02/2016,"(41.422459, -74.241929)","67 WILLOW AVE
CORNWALL, NY 12518
(41.43907143100006, -74.03691491499995)"
CLEVELAND HILL UNION FREE SCHOOL,CLEVELAND HILL HS,Erie,Public School,52,No,0,0,0,52,Yes,10/31/2016,52,0,No,Yes,10/31/2016,www.clevehill.wnyric.org,140703020003,105 MAPLEVIEW RD,CHEEKTOWAGA,NY,14225,11/08/2016,11/08/2016,"(42.888143, -78.795544)","105 MAPLEVIEW RD
CHEEKTOWAGA, NY 14225
(42.94147444500004, -78.78286048099994)"
BETHLEHEM CENTRAL SCHOOL DISTRICT,SLINGERLANDS ES,Albany,Public School,107,No,0,0,0,107,Yes,08/25/2017,107,0,Yes,Yes,09/11/2017,www.bethlehemschools.org/bcsd-results-school-water-testing/,010306060006,25 UNION AVE,DELMAR,NY,12054,07/12/2018,07/12/2018,"(42.678066, -73.814233)","25 UNION AVE
DELMAR, NY 12054
(42.625935164000055, -73.86046066099993)"
CINCINNATUS CENTRAL SCHOOL DISTRICT,CINCINNATUS JSHS,Cortland,Public School,98,No,0,0,0,98,Yes,03/30/2017,93,5,Yes,Yes,04/12/2017,www.cc.cnyric.org/,110101040002,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,09/26/2018,11/05/2018,"(42.597101, -76.143291)","2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54297680900004, -75.89559532599998)"
CLYDE-SAVANNAH CENTRAL SCHOOL,CS MIDDLE SCHOOL,Wayne,Public School,11,No,0,0,0,11,Yes,11/04/2016,11,0,No,Yes,11/22/2016,http://www.clydesavannah.org/district/business_office/water_testing_results,650301040004,215 GLASGOW ST,CLYDE,NY,14433,10/05/2018,10/19/2017,"(43.144336, -77.117995)","215 GLASGOW ST
CLYDE, NY 14433
(43.08898506700007, -76.86671454999998)"
CENTRAL SQUARE CENTRAL SCHOOL,BREWERTON ELEMENTARY SCHOOL,Oswego,Public School,80,No,31,0,0,49,Yes,10/05/2017,79,1,Yes,Yes,10/18/2017,http://www.cssd.org/,460801060002,ROUTE 11,BREWERTON,NY,13029,10/11/2018,10/11/2018,"(43.39123, -76.31133)","ROUTE 11
BREWERTON, NY 13029
(43.215830581000034, -76.13414941499997)"
BOCES No District Name,CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES HAYNES SUGAR SHACK (LEAD ONLY),Cattaraugus,BOCES School,,No,,,,,No,,,,No,No,,,049000000003,5536 COUNTY ROAD 48,BELMONT,NY,14813,,,"(42.224267, -78.606673)","5536 COUNTY ROAD 48
BELMONT, NY 14813
(42.24062413400003, -78.04061794599994)"
DEER PARK UNION FREE SCHOOL,ROBERT FROST JUNIOR HIGH SCHOOL,Suffolk,Public School,33,No,29,0,0,4,Yes,08/16/2017,33,0,Yes,Yes,11/20/2017,deerparkschools.org,580107030009,450 HALF HOLLOW RD,DEER PARK,NY,11729,10/05/2018,10/05/2018,"(40.820237, -73.119032)","450 HALF HOLLOW RD
DEER PARK, NY 11729
(40.76504194800003, -73.34482658399997)"
ADDISON CENTRAL SCHOOL,VALLEY ELEM SCHOOL,Steuben,Public School,25,No,0,0,0,25,Yes,10/01/2016,25,0,Yes,Yes,10/01/2016,www.addisoncsd.org,570101040003,6786 CT. RT. 119,CAMERON MILLS,NY,14820,11/15/2016,01/07/2019,"(42.270053, -77.324618)","6786 CT. RT. 119
CAMERON MILLS, NY 14820
(42.18276647500005, -77.37592113599999)"
